treat,size,spend,budget
FALSE,large,85.86410000000001,118.65950000000001
FALSE,small,81.8431,80.7944
FALSE,large,3274.9954,3192.7185
FALSE,small,154.27239999999998,166.3517
FALSE,large,24.5777,22.3901
FALSE,large,743.8698,741.8736
FALSE,large,71.9648,108.2676
FALSE,large,4328.868399999999,4154.7409
FALSE,large,135.57139999999998,133.67139999999998
FALSE,small,837.8994,1137.9975
FALSE,medium,41.540200000000006,40.695600000000006
FALSE,large,104.56960000000001,185.9546
FALSE,large,244.0711,232.2368
FALSE,medium,12.299199999999999,11.436900000000001
FALSE,small,184.42,257.9453
FALSE,large,93.7484,82.31530000000001
FALSE,small,30.741,28.258
FALSE,small,2370.5341,2332.5308999999997
FALSE,large,206.12769999999998,177.9517
FALSE,small,42.1573,41.964200000000005
FALSE,small,20.1826,12.528200000000002
FALSE,large,71135.1977,69801.15329999999
FALSE,large,50.291000000000004,22.6068
FALSE,large,642.3803,1109.27
FALSE,small,38.4082,36.1672
FALSE,small,127.0903,127.0412
FALSE,small,21.6615,15.965599999999998
FALSE,medium,69.5047,68.62780000000001
FALSE,small,23.927599999999998,20.0551
FALSE,small,18.1552,9.4893
FALSE,small,9.0214,14.4073
FALSE,small,28.9346,28.3741
FALSE,large,52.0589,50.955200000000005
FALSE,small,32.7079,25.102999999999998
FALSE,small,4804.959,3460.2985
FALSE,small,33.9662,28.3416
FALSE,small,70.0441,76.819
FALSE,small,5523.8126999999995,5095.2332
FALSE,medium,31.8231,31.258499999999998
FALSE,large,44.615,32.9575
FALSE,large,117.09490000000001,112.1845
FALSE,large,553.6786000000001,824.1124000000001
FALSE,small,14.6293,14.206399999999999
FALSE,large,4.536300000000001,4.2447
FALSE,large,961.7617,927.893
FALSE,small,15199.3246,13222.6205
FALSE,small,16.1888,12.0945
FALSE,small,5.5792,4.9762
FALSE,small,129.408,127.84360000000001
FALSE,small,10812.321100000001,10755.1362
FALSE,small,26.072699999999998,21.8687
FALSE,large,56.6207,52.951100000000004
FALSE,small,10.2095,9.671800000000001
FALSE,small,16.2217,10.3442
FALSE,small,15.339400000000001,11.913
FALSE,large,347.5435,288.1352
FALSE,large,1821.718,1721.2072
FALSE,small,11.9088,5.1418
FALSE,small,9.9717,8.2024
FALSE,small,18.593700000000002,8.206199999999999
FALSE,small,2405.8720999999996,2335.8954999999996
FALSE,small,53.4532,51.2263
FALSE,small,87.1801,85.0462
FALSE,small,9.964500000000001,6.8731
FALSE,small,25.0078,20.9534
FALSE,small,29.1216,28.962699999999998
FALSE,large,50.7746,50.729600000000005
FALSE,medium,47.497400000000006,39.3736
FALSE,small,11.687000000000001,11.0322
FALSE,small,17.2621,17.1028
FALSE,medium,53.0139,52.721900000000005
FALSE,large,133.6599,91.6589
FALSE,large,54.5001,46.310300000000005
FALSE,large,79.032,146.20989999999998
FALSE,large,38.626400000000004,64.864
FALSE,large,50.9315,46.8785
FALSE,small,116.5738,205.9202
FALSE,large,300.9715,567.2616
FALSE,small,6301.4001,6216.5322
FALSE,large,39.9412,39.658
FALSE,small,1359.7259000000001,925.4215
FALSE,medium,259.5278,259.0565
FALSE,small,6.6838,5.7043
FALSE,small,10.5542,9.7964
FALSE,small,20.4576,18.3622
FALSE,medium,6.4031,5.7698
FALSE,small,7.4141,6.6489
FALSE,small,8468.0969,15603.555100000001
FALSE,small,6.6393,4.6295
FALSE,medium,10.9389,6.6054
FALSE,small,16.5795,13.6525
FALSE,small,6.3299,5.0913
FALSE,large,95.5741,156.2071
FALSE,small,2404.2191,1124.1845
FALSE,small,3149.6627999999996,2828.5649
FALSE,medium,250.446,241.539
FALSE,large,534.4992000000001,521.6475
FALSE,small,21.3643,16.0461
FALSE,medium,44.4763,37.5689
FALSE,large,387.7093,359.8107
FALSE,small,17.2997,11.3573
FALSE,small,24.4032,20.073
FALSE,small,2019.6989,406.6998
FALSE,medium,105.2352,103.4657
FALSE,small,5.1233,3.8986
FALSE,large,40.9057,40.9057
FALSE,large,52.3451,46.514900000000004
FALSE,large,108.7943,110.4975
FALSE,small,6.8544,4.6515
FALSE,small,15.178899999999999,5.7958
FALSE,large,27.7331,25.8075
FALSE,large,5.51,5.255
FALSE,small,29.9315,29.5684
FALSE,large,296.4749,569.9239
FALSE,large,206.1786,343.9892
FALSE,large,12.058800000000002,10.3437
FALSE,small,27772.2639,26841.385000000002
FALSE,large,55749.931699999994,48479.2423
FALSE,medium,8986.078000000001,9653.8539
FALSE,medium,215213.2745,184352.34590000001
FALSE,large,471.0974,450.3428
FALSE,small,555.2666,413.1458
FALSE,large,752.7966,964.6403
FALSE,small,8404.1128,8389.9657
FALSE,large,115.15740000000001,107.572
FALSE,large,71.4862,91.9469
FALSE,small,1078531.4429,1369147.3041
FALSE,large,15605.749600000001,21156.268
FALSE,small,14.001100000000001,7.12
FALSE,small,9.5626,8.3986
FALSE,medium,253.6092,245.2679
FALSE,small,22.8475,18.7504
FALSE,small,245822.0137,235472.69030000002
FALSE,large,641.2204,621.6094
FALSE,small,3119.9759,2823.5281
FALSE,large,573.8967,571.9518
FALSE,large,8987.6686,12494.9388
FALSE,large,39.532000000000004,15.7851
FALSE,large,543.9692,1030.6632
FALSE,small,38.642500000000005,52.7107
FALSE,large,53.604400000000005,97.4016
FALSE,large,187.79129999999998,182.2275
FALSE,large,95.42830000000001,117.882
FALSE,small,104.251,103.5992
FALSE,large,23.9191,9.4336
FALSE,large,284.8913,275.11109999999996
FALSE,small,23.7107,21.479
FALSE,small,13.034500000000001,12.055900000000001
FALSE,large,13.663499999999999,13.4558
FALSE,small,19482.7112,19372.673600000002
FALSE,small,103.5119,138.7719
FALSE,small,4804.2698,4752.4601999999995
FALSE,large,302.481,404.9129
FALSE,large,29.3975,19.0521
FALSE,small,38.1338,37.7081
FALSE,medium,200.97,199.2002
FALSE,large,105.3705,104.7278
FALSE,small,1203.733,243.5066
FALSE,large,50.445600000000006,76.2335
FALSE,large,342.3293,341.57079999999996
FALSE,large,147.31019999999998,139.6943
FALSE,small,8.2163,7.3108
FALSE,large,173.22869999999998,169.8022
FALSE,small,73.8134,70.3705
FALSE,small,13.644100000000002,12.8229
FALSE,large,205.1094,320.3334
FALSE,small,39.342200000000005,38.7976
FALSE,large,256.9929,254.84629999999999
FALSE,small,54.9324,45.7575
FALSE,large,75.5701,115.8508
FALSE,large,204.27499999999998,202.9846
FALSE,large,44645.60249999999,37529.7717
FALSE,small,15.7925,15.337
FALSE,large,11034.823600000002,18238.1411
FALSE,large,5004.6013,4860.0543
FALSE,large,155.25979999999998,265.8499
FALSE,small,27.5295,24.334699999999998
FALSE,small,8.7364,6.9455
FALSE,small,3003.6488,2886.2356
FALSE,small,17.2594,9.4434
FALSE,small,106.0664,94.7206
FALSE,small,42.720000000000006,32.557700000000004
FALSE,small,220.3653,325.146
FALSE,small,329.1334,328.9545
FALSE,small,15.220500000000001,12.8507
FALSE,medium,7.9659,7.486800000000001
FALSE,small,25.7918,18.1473
FALSE,small,83.5008,82.67490000000001
FALSE,small,62.119600000000005,60.7896
FALSE,small,7396.5251,9837.482300000001
FALSE,small,13.648700000000002,12.729199999999999
FALSE,large,138.416,137.0159
FALSE,large,18946.4496,11193.4545
FALSE,small,30.3066,21.2044
FALSE,medium,29.1829,25.0485
FALSE,large,62.0991,51.8782
FALSE,large,13.607600000000001,17.4133
FALSE,large,150.06699999999998,136.53179999999998
FALSE,medium,21.839299999999998,20.3878
FALSE,medium,134.9108,133.8491
FALSE,small,25.509999999999998,21.6317
FALSE,small,7205.2339999999995,6947.6318
FALSE,medium,6.913,5.9394
FALSE,small,183.2231,194.2166
FALSE,large,34.368500000000004,32.3866
FALSE,small,2651.5582999999997,1773.6827
FALSE,large,150.899,129.8984
FALSE,small,16.4627,6.0525
FALSE,large,13.4832,12.9909
FALSE,large,258.9189,353.5138
FALSE,small,31.372,30.8732
FALSE,large,94.3789,131.3324
FALSE,small,47.601800000000004,37.012800000000006
FALSE,small,486.8802,211.8364
FALSE,large,7310.5792,6886.4882
FALSE,small,56.4628,79.5575
FALSE,small,15.107199999999999,11.739799999999999
FALSE,large,1004.5428,1001.7216000000001
FALSE,medium,186.4082,179.10309999999998
FALSE,small,7205.1749,7040.5190999999995
FALSE,small,13.978000000000002,12.8067
FALSE,medium,8.7775,7.847300000000001
FALSE,large,48.8558,47.044200000000004
FALSE,small,3315.6002999999996,3165.5638999999996
FALSE,small,28.212799999999998,20.0718
FALSE,large,93.6764,156.3476
FALSE,medium,1003.7687000000001,1865.0527
FALSE,large,543.394,1077.6926
FALSE,small,52.3067,24.386499999999998
FALSE,large,152.8585,261.3717
FALSE,small,35.857600000000005,35.1203
FALSE,large,28.8754,17.404700000000002
FALSE,small,23.7284,28.9362
FALSE,large,175.5538,159.1786
FALSE,small,8.859,6.1365
FALSE,small,24.2945,19.2585
FALSE,large,383.0659,379.4002
FALSE,small,64.82,64.23349999999999
FALSE,small,104.0975,102.21390000000001
FALSE,medium,215213.15550000002,386569.9397
FALSE,small,13923.319300000001,13566.076500000001
FALSE,medium,55.768600000000006,55.461200000000005
FALSE,small,10787.7571,9666.367600000001
FALSE,small,36.711200000000005,28.1509
FALSE,large,36.7997,36.7554
FALSE,small,69.5103,61.020300000000006
FALSE,large,253.6812,242.0365
FALSE,small,11.4895,8.3216
FALSE,small,7.1855,6.395
FALSE,small,53.367700000000006,53.0677
FALSE,large,269.5602,264.11469999999997
FALSE,large,1003.8842000000001,947.8503000000001
FALSE,small,97.8323,108.5918
FALSE,small,62.883100000000006,62.400800000000004
FALSE,large,17.9758,11.103100000000001
FALSE,large,65.6552,64.0974
FALSE,small,1823.5243,1384.015
FALSE,small,26.074099999999998,41.5078
FALSE,large,95.0257,77.5327
FALSE,large,12003.475900000001,8439.5247
FALSE,medium,34.0305,30.2339
FALSE,small,7398.2316,13270.1725
FALSE,large,203.66209999999998,193.1983
FALSE,medium,24005.9372,23260.4445
FALSE,large,73.2251,92.0147
FALSE,small,7.5835,6.8897
FALSE,small,48.461800000000004,24.195899999999998
FALSE,small,26.936899999999998,21.111
FALSE,small,27.241699999999998,27.1113
FALSE,small,14.7685,12.5398
FALSE,large,29.0752,24.6559
FALSE,large,203.9169,197.85539999999997
FALSE,large,112115.1128,81267.5389
FALSE,small,9332.656500000001,6033.8571999999995
FALSE,small,38.624300000000005,31.3076
FALSE,medium,2014.8038000000001,4011.8271
FALSE,large,18004.1428,13603.445300000001
FALSE,small,28.3373,28.3244
FALSE,medium,36.8962,36.651300000000006
FALSE,small,14.8412,10.8468
FALSE,small,52.6843,37.2867
FALSE,large,23.0412,14.9528
FALSE,small,14.587800000000001,9.7003
FALSE,large,1249.3849,1223.1985
FALSE,large,21.8005,19.5839
FALSE,small,12.5459,10.109300000000001
FALSE,small,2406.0186999999996,2086.319
FALSE,small,104.7957,140.9809
FALSE,small,55.388000000000005,46.0734
FALSE,small,12500.650300000001,13082.9519
FALSE,large,42.9823,41.4294
FALSE,medium,38.996500000000005,33.7475
FALSE,small,203.6906,375.9101
FALSE,small,95.16,105.1092
FALSE,small,504.7048,751.4591
FALSE,medium,30.5288,38.2002
FALSE,large,17.0788,9.7359000000000009
FALSE,small,14.647200000000002,13.392600000000002
FALSE,small,92.1443,66.9558
FALSE,large,1682.0456000000001,1654.0165
FALSE,large,524.6587000000001,515.8661000000001
FALSE,small,25.1293,13.705200000000001
FALSE,medium,1004.9261,1705.2466
FALSE,medium,13.974699999999999,11.5857
FALSE,small,70.3292,68.4722
FALSE,small,24.7484,14.833300000000001
FALSE,small,13.5882,6.0543
FALSE,large,70.5613,58.7725
FALSE,large,6.4704,5.2330000000000005
FALSE,large,572.7765,558.2237
FALSE,small,10.9284,10.8494
FALSE,small,27.0509,27.0119
FALSE,large,144.1273,129.2608
FALSE,large,55750.296299999995,62781.3747
FALSE,small,1230.6243,683.6576
FALSE,small,14.654499999999999,9.353200000000001
FALSE,small,24.0211,23.6861
FALSE,small,31.5627,26.6371
FALSE,small,2004.1439,3154.6713999999997
FALSE,large,153821.1069,229178.1434
FALSE,small,3604.765,3498.2999
FALSE,large,223.36149999999998,218.53699999999998
FALSE,large,32.4772,30.331599999999998
FALSE,small,1974.3586,1223.7014000000001
FALSE,large,704.6001,681.9887
FALSE,small,10.6542,9.993400000000001
FALSE,large,53.211000000000006,51.238200000000006
FALSE,large,95.9234,52.266000000000005
FALSE,small,1953.9374,1867.8251
FALSE,small,7.1991,5.1737
FALSE,small,103.6519,131.4329
FALSE,small,184.19809999999998,207.4169
FALSE,small,2993.7394999999997,2247.3995
FALSE,large,265.0306,260.4155
FALSE,large,90.7822,87.58200000000001
FALSE,large,42.780800000000006,42.564400000000006
FALSE,small,30.9351,29.8855
FALSE,large,1336.1758,1335.2855
FALSE,small,36004.789699999994,31878.7154
FALSE,small,15.9909,15.836500000000001
FALSE,small,64.3342,63.4151
FALSE,large,51.813900000000004,48.81
FALSE,small,79.5266,64.2642
FALSE,large,1005.9242,954.6767000000001
FALSE,large,46.1818,33.0595
FALSE,small,44.8205,43.7819
FALSE,small,28.7856,41.782700000000006
FALSE,small,8.603200000000001,5.8805
FALSE,large,50.0865,43.5292
FALSE,small,17.0572,12.1202
FALSE,small,18.1012,17.507
FALSE,small,632.2353,620.4624
FALSE,large,12005.5074,11501.0668
FALSE,small,119.96940000000001,116.24080000000001
FALSE,medium,1205.4283,1745.8353
FALSE,large,1005.3643000000001,1002.4335000000001
FALSE,small,29.281299999999998,21.6379
FALSE,small,54.5857,99.6225
FALSE,large,45.0153,40.8104
FALSE,large,205.1469,190.2663
FALSE,medium,62.4812,60.3498
FALSE,large,11.3205,10.5335
FALSE,medium,13.2666,11.0815
FALSE,small,24.686799999999998,23.3197
FALSE,large,252.5571,239.85989999999998
FALSE,medium,46.676300000000005,44.2546
FALSE,small,14.2411,13.4938
FALSE,small,948.8444000000001,393.27639999999997
FALSE,medium,17.2116,15.4573
FALSE,medium,8.909600000000001,12.1308
FALSE,small,1675.191,1464.3441
FALSE,large,204.6231,192.2338
FALSE,small,12.5947,8.1852
FALSE,medium,104.0701,181.7244
FALSE,small,103.5669,131.4368
FALSE,small,24.6513,18.9515
FALSE,small,17.4166,16.8987
FALSE,small,107.1648,186.94359999999998
FALSE,large,205.3773,176.5905
FALSE,small,9.4176,8.9259
FALSE,large,94.45060000000001,147.06289999999998
FALSE,small,1942.6131,1510.5520000000001
FALSE,small,12.7028,12.191600000000001
FALSE,small,18.2497,24.6735
FALSE,small,11.1917,10.202
FALSE,small,25093.8411,22126.2563
FALSE,small,9.8113,9.3503
FALSE,small,103.8931,123.7427
FALSE,large,454.90979999999996,656.8714
FALSE,large,31.1118,26.087
FALSE,small,29.5179,22.3635
FALSE,small,25.1326,16.3369
FALSE,small,36.4076,35.3349
FALSE,small,24.9152,24.819599999999998
FALSE,large,255.4716,230.7738
FALSE,large,386.8109,379.52549999999997
FALSE,small,54.866800000000005,51.517700000000005
FALSE,small,455.83299999999997,454.524
FALSE,large,27.1497,15.194400000000002
FALSE,small,53.897600000000004,101.4115
FALSE,large,89.8152,86.8441
FALSE,large,4235.4103,8213.5161
FALSE,small,19.4394,13.819600000000001
FALSE,large,24.063299999999998,7.5727
FALSE,small,104.2863,102.43990000000001
FALSE,large,1234.4322,1204.664
FALSE,large,157.26549999999997,153.914
FALSE,small,5.8885000000000005,4.873
FALSE,small,17.5925,14.9526
FALSE,large,104.5674,101.4434
FALSE,small,9.0485,8.807500000000001
FALSE,small,347.0892,343.8755
FALSE,small,24.8413,21.5321
FALSE,small,118.8913,134.1943
FALSE,small,205.3121,208.0862
FALSE,small,2709.4822,1530.9403
FALSE,small,31.204,25.273
FALSE,small,205.065,194.83499999999998
FALSE,small,12.2086,9.9976
FALSE,small,603.4216,560.6939000000001
FALSE,large,45.782500000000006,41.594100000000005
FALSE,small,6004.6566,5821.254
FALSE,large,8985.826500000001,11176.131300000001
FALSE,small,3504.2563999999998,4924.33
FALSE,small,15.6814,11.704799999999999
FALSE,medium,34.6845,65.6938
FALSE,large,84029.3321,82471.9812
FALSE,small,34.7845,28.122799999999998
FALSE,small,23.5165,15.3475
FALSE,medium,83.0066,119.8691
FALSE,small,2163.596,2724.8606999999997
FALSE,small,108.5437,105.6473
FALSE,small,8.129999999999999,4.386
FALSE,large,9.777000000000001,7.8945
FALSE,large,112.6016,105.1033
FALSE,large,10615.719200000001,10112.813400000001
FALSE,large,154.9999,292.9837
FALSE,large,505.92699999999996,486.7864
FALSE,large,22.8905,7.338100000000001
FALSE,small,74.86670000000001,70.9404
FALSE,small,31.9852,31.5584
FALSE,large,28.9081,12.094999999999999
FALSE,large,15.357700000000001,10.157900000000001
FALSE,small,27.7757,22.5455
FALSE,large,70.89920000000001,69.1653
FALSE,small,43.3476,47.672200000000004
FALSE,small,20.4328,18.5369
FALSE,small,56.680800000000005,73.8685
FALSE,small,215666.55610000002,210965.07390000002
FALSE,small,6.918,5.5359
FALSE,medium,14.7044,8.3666
FALSE,large,167.96769999999998,163.4922
FALSE,small,20.9808,11.077200000000001
FALSE,large,557.7622,512.4893000000001
FALSE,small,10.8283,6.8658
FALSE,small,19.763099999999998,12.915700000000001
FALSE,large,104.75580000000001,167.0752
FALSE,small,30.4525,27.438299999999998
FALSE,small,17.2681,8.531600000000001
FALSE,small,16.5201,6.064
FALSE,small,18.8391,16.3479
FALSE,medium,45042.7768,72345.3327
FALSE,large,1533.8767,1192.2824
FALSE,small,6.2396,4.5943000000000005
FALSE,large,10.807,9.505700000000001
FALSE,large,117.1455,137.3005
FALSE,large,15.825400000000002,6.6703
FALSE,large,505.5114,490.7501
FALSE,small,34.7708,29.963
FALSE,small,475.5288,228.37539999999998
FALSE,small,7.8541,6.8914
FALSE,medium,18003.5733,19620.4842
FALSE,large,1504.4132,2248.9923999999996
FALSE,small,25.9494,23.8792
FALSE,large,7.234400000000001,4.6302
FALSE,small,18016.745300000002,17446.9802
FALSE,small,24.1236,21.003899999999998
FALSE,large,35.3821,32.0509
FALSE,large,17.921,16.3375
FALSE,large,46.5707,41.711200000000005
FALSE,medium,204.75099999999998,203.16559999999998
FALSE,small,6.490500000000001,5.1174
FALSE,small,50.9874,80.44250000000001
FALSE,medium,9.0225,4.7965
FALSE,large,74.0425,68.8284
FALSE,small,17.8892,14.947500000000002
FALSE,large,109.2547,170.9474
FALSE,small,11.822400000000002,11.596
FALSE,large,213.5819,205.3113
FALSE,large,21.9807,20.0386
FALSE,small,31.7658,25.7745
FALSE,large,303.6243,533.6979
FALSE,large,6240.7059,4072.8635999999997
FALSE,large,412.9527,393.9367
FALSE,small,30.4625,30.014499999999998
FALSE,small,15.589500000000001,13.6801
FALSE,small,18.6409,17.496
FALSE,small,13.340700000000002,7.8278
FALSE,large,2677.0701,2612.3233
FALSE,large,139.5468,137.4906
FALSE,large,263.6198,223.76549999999997
FALSE,small,10.4784,5.8765
FALSE,large,25.212,46.7393
FALSE,medium,303.9259,296.5706
FALSE,large,109.0474,108.06750000000001
FALSE,large,28.3124,22.796699999999998
FALSE,large,7.1675,5.8024000000000004
FALSE,large,94.65390000000001,173.3506
FALSE,large,54.1415,45.743700000000004
FALSE,large,55.9009,78.2054
FALSE,small,18.2469,17.4685
FALSE,small,68.3516,67.7836
FALSE,large,75.6645,72.52380000000001
FALSE,small,23.9693,21.4969
FALSE,small,33.365500000000004,33.3159
FALSE,large,35.6939,26.9679
FALSE,small,2837.7733,2299.9784999999997
FALSE,small,49.4542,38.0495
FALSE,large,11.9311,8.1867
FALSE,large,3598.0085,5326.4187
FALSE,small,49.2462,82.6794
FALSE,large,170.5615,166.81859999999998
FALSE,small,10.5273,10.3357
FALSE,large,49.974900000000005,85.5942
FALSE,small,12573.671400000001,12446.7798
FALSE,small,183.5717,227.551
FALSE,large,40.6422,20.4878
FALSE,large,169.90089999999998,160.9741
FALSE,large,68.97290000000001,67.4812
FALSE,small,1565.5486,1451.4447
FALSE,large,8576.751400000001,8421.4388
FALSE,large,8.947099999999999,7.9318
FALSE,medium,1005.6877000000001,1354.2484
FALSE,small,32.481700000000004,27.5721
FALSE,large,96004.3902,69616.6047
FALSE,small,101.59790000000001,145.75009999999997
FALSE,large,78941.7313,82698.4112
FALSE,small,4803.9535,4708.2584
FALSE,small,67.91,55.7995
FALSE,small,44.2869,80.7933
FALSE,large,34.923500000000004,23.4008
FALSE,small,32.2964,32.2338
FALSE,small,62.2171,61.2014
FALSE,large,1003.7822,1000.1473000000001
FALSE,small,2404.6468,483.6894
FALSE,small,2244.6969,1480.6558
FALSE,large,8.052900000000001,7.1844
FALSE,small,1262.4205,1145.0610000000001
FALSE,large,72.6435,54.928900000000006
FALSE,small,714.5397,312.3098
FALSE,small,6.5631,6.3829
FALSE,medium,937.0957000000001,795.5014
FALSE,large,2264.9539,3007.6472999999996
FALSE,small,13911.9779,13012.497000000001
FALSE,small,2152.502,1623.0322
FALSE,small,724.2065,1237.6029
FALSE,small,660.5172,1206.5715
FALSE,small,10.982099999999999,5.1922
FALSE,large,891.2269,1457.2622000000001
FALSE,large,1086.1575,1059.921
